gene_name,gene_id,n_exons,total_count
SPTBN2,ENSG00000173898,79,543769
MADD,ENSG00000110514,138,543196
CTSF,ENSG00000174080,91,542772
SYN1,ENSG00000008056,25,542270
DDX6,ENSG00000110367,67,541432
PCBP4,ENSG00000090097,123,540978
NPIPB13,ENSG00000198064,41,540777
RPL6,ENSG00000089009,65,540412
EIF4G1,ENSG00000114867,133,539586
XPO1,ENSG00000082898,167,539548
WASF3,ENSG00000132970,40,538323
MAG,ENSG00000105695,39,537296
NAP1L1,ENSG00000187109,79,537065
PLEKHH1,ENSG00000054690,70,536022
HSPB1,ENSG00000106211,24,535304
CBX5,ENSG00000094916,57,535094
MTSS2,ENSG00000132613,19,534858
ASAH1,ENSG00000104763,152,534500
MEF2D,ENSG00000116604,83,533745
PTK2B,ENSG00000120899,103,533661
MYCBP2,ENSG00000005810,138,532754
EEF1D,ENSG00000104529,157,531608
CACNB4,ENSG00000182389,142,531556
RAB5B,ENSG00000111540,61,531455
CYBC1,ENSG00000178927,126,531315
ABAT,ENSG00000183044,58,531235
PIP5K1C,ENSG00000186111,52,530608
RAP1GAP,ENSG00000076864,126,530573
LARP1,ENSG00000155506,66,530246
PLXNB1,ENSG00000164050,105,529809
PSD,ENSG00000059915,46,529202
DNAJC7,ENSG00000168259,101,528782
UBQLN1,ENSG00000135018,52,528500
NFIX,ENSG00000008441,40,528354
ZNF483,ENSG00000173258,26,527773
GOLGB1,ENSG00000173230,107,526413
ACTN1,ENSG00000072110,121,526237
WAC,ENSG00000095787,88,525942
AP2B1,ENSG00000006125,80,525400
HECTD1,ENSG00000092148,121,525225
BLTP1,ENSG00000138688,165,524653
MLF2,ENSG00000089693,55,523663
COPA,ENSG00000122218,118,522538
ALDH2,ENSG00000111275,67,522300
TMEM245,ENSG00000106771,71,521983
INPP5F,ENSG00000198825,77,521681
FLOT1,ENSG00000137312,82,521016
SEPTIN8,ENSG00000164402,48,520741
OGT,ENSG00000147162,72,520682
EPB41L3,ENSG00000082397,138,520104
PIP4K2A,ENSG00000150867,30,519979
PADI2,ENSG00000117115,33,519649
PPP1R16B,ENSG00000101445,25,519292
CELSR2,ENSG00000143126,45,518879
BCR,ENSG00000186716,67,518665
HCG18,ENSG00000231074,155,518072
ALAD,ENSG00000148218,98,517571
TRIM9,ENSG00000100505,38,517425
TTC3,ENSG00000182670,92,517128
PTPRS,ENSG00000105426,67,516389
BOK,ENSG00000176720,25,515289
SNPH,ENSG00000101298,19,515244
HNRNPF,ENSG00000169813,99,515129
CAMKK2,ENSG00000110931,64,514609
RAC1,ENSG00000136238,40,514415
ASPH,ENSG00000198363,144,513975
CD99L2,ENSG00000102181,48,513898
RPS14,ENSG00000164587,53,513359
CLASP1,ENSG00000074054,107,513245
ATP9A,ENSG00000054793,32,513114
HNRNPH3,ENSG00000096746,109,511917
MBD1,ENSG00000141644,204,511550
ZNF146,ENSG00000167635,75,511284
SNCA,ENSG00000145335,64,510845
LRATD1,ENSG00000162981,39,510067
SNHG29,ENSG00000175061,100,509320
GRK2,ENSG00000173020,84,509239
AP2A2,ENSG00000183020,93,507119
B2M,ENSG00000166710,32,507119
MLC1,ENSG00000100427,36,507069
APOD,ENSG00000189058,26,506687
NONO,ENSG00000147140,108,506359
CDK5R1,ENSG00000176749,14,506134
MIR100HG,ENSG00000255248,373,505512
ITGB1BP1,ENSG00000119185,124,505261
TSC1,ENSG00000165699,128,504940
TRIP12,ENSG00000153827,162,503912
PALM,ENSG00000099864,27,502513
TNS1,ENSG00000079308,78,502152
CLASP2,ENSG00000163539,100,501822
ADNP,ENSG00000101126,40,501227
LGALS3BP,ENSG00000108679,81,501197
SLC25A3,ENSG00000075415,64,500323
TMOD2,ENSG00000128872,27,499563
MAN2A2,ENSG00000196547,98,499548
MRFAP1,ENSG00000179010,10,499111
ACAP3,ENSG00000131584,78,498872
POLR2E,ENSG00000099817,75,498861
TUG1,ENSG00000253352,45,498551
ATP2B1,ENSG00000070961,64,497703
C4B,ENSG00000224389,107,497478
H3-3A,ENSG00000163041,82,497021
TSC22D1,ENSG00000102804,30,496598
ARID1B,ENSG00000049618,88,496305
CRELD1,ENSG00000163703,126,496134
SLC23A2,ENSG00000089057,57,495923
PSD3,ENSG00000156011,50,495670
MXI1,ENSG00000119950,78,495510
HSPH1,ENSG00000120694,47,495260
BACE1,ENSG00000186318,42,495125
MBD3,ENSG00000071655,40,494988
EPB41L2,ENSG00000079819,123,494097
PJA2,ENSG00000198961,31,494013
AGAP3,ENSG00000133612,72,493218
DNAJA1,ENSG00000086061,47,493060
DBNL,ENSG00000136279,95,492104
TCEAL4,ENSG00000133142,67,491299
YWHAQ,ENSG00000134308,31,491265
ARRB1,ENSG00000137486,63,490891
SIRT2,ENSG00000068903,68,489796
DNM2,ENSG00000079805,109,489661
SPOCK2,ENSG00000107742,25,489575
RNH1,ENSG00000023191,161,489433
EIF4H,ENSG00000106682,26,489256
CLIP3,ENSG00000105270,30,488720
PNISR,ENSG00000132424,58,487936
LRRC8A,ENSG00000136802,65,487320
NOMO2,ENSG00000185164,72,486824
PGAM1,ENSG00000171314,18,486678
PAIP2B,ENSG00000124374,22,486396
EXOC7,ENSG00000182473,69,486373
NSF,ENSG00000073969,62,486263
SMARCA2,ENSG00000080503,181,483931
FGFR1,ENSG00000077782,148,483666
ARHGAP32,ENSG00000134909,39,483220
NDFIP1,ENSG00000131507,34,482895
LINC00869,ENSG00000277147,366,482800
ADGRL1,ENSG00000072071,45,482478
LY6E,ENSG00000160932,70,482396
HLA-B,ENSG00000234745,40,482340
NPTN,ENSG00000156642,50,481505
RABEP1,ENSG00000029725,61,481309
EIF5A,ENSG00000132507,81,480738
HECTD4,ENSG00000173064,111,480365
RPL17,ENSG00000265681,84,479629
ATP6V1B2,ENSG00000147416,45,479627
SHANK1,ENSG00000161681,40,479553
MTCO2P12,ENSG00000229344,1,479070
DNM1L,ENSG00000087470,112,479009
CACNA1A,ENSG00000141837,149,478941
ENAH,ENSG00000154380,61,478838
ENSA,ENSG00000143420,43,477517
JPH4,ENSG00000092051,22,477128
EDIL3,ENSG00000164176,28,476528
LRPPRC,ENSG00000138095,178,476312
TMEM259,ENSG00000182087,55,475774
GABARAPL1,ENSG00000139112,46,475427
SOD1,ENSG00000142168,31,474641
MAPK1,ENSG00000100030,29,474582
SLC35E2B,ENSG00000189339,39,473780
APC2,ENSG00000115266,28,473720
RUNDC3A,ENSG00000108309,42,473707
PPP3CA,ENSG00000138814,34,473555
CA11,ENSG00000063180,26,473075
NPIPB4,ENSG00000185864,65,472779
GOLGA3,ENSG00000090615,83,472560
TAPBP,ENSG00000231925,58,472144
ATRNL1,ENSG00000107518,52,471976
HEPACAM,ENSG00000165478,22,471572
NFIA,ENSG00000162599,88,471160
GNG7,ENSG00000176533,37,469936
MTUS1,ENSG00000129422,92,468928
ATP6V1A,ENSG00000114573,61,467892
SET,ENSG00000119335,44,467734
NDUFV1,ENSG00000167792,89,467195
TPM3,ENSG00000143549,75,465790
NUDCD3,ENSG00000015676,37,464636
THRA,ENSG00000126351,34,464078
STAT2,ENSG00000170581,114,463826
EEF1G,ENSG00000254772,43,463743
ATP8A1,ENSG00000124406,60,461771
NAPB,ENSG00000125814,28,461522
ZC3H7B,ENSG00000100403,38,461116
FDFT1,ENSG00000079459,92,461110
VPS53,ENSG00000141252,146,460348
RAPGEF4,ENSG00000091428,63,460142
CAP1,ENSG00000131236,136,460070
ANKRD11,ENSG00000167522,96,460025
PFN2,ENSG00000070087,41,458892
PTPA,ENSG00000119383,56,458811
ZER1,ENSG00000160445,68,458220
PRUNE2,ENSG00000106772,51,458123
BCAN,ENSG00000132692,39,457950
TLE1,ENSG00000196781,80,457933
NDST1,ENSG00000070614,68,455619
PTPRN,ENSG00000054356,79,455555
RPS18,ENSG00000231500,26,454648
AMFR,ENSG00000159461,55,453871
RPS24,ENSG00000138326,50,453845
FKBP5,ENSG00000096060,99,453840
C4A,ENSG00000244731,102,453738
STK25,ENSG00000115694,102,452577
NISCH,ENSG00000010322,55,451991
HBA2,ENSG00000188536,9,451983
IST1,ENSG00000182149,95,450863
NUCKS1,ENSG00000069275,20,450636
KMT2A,ENSG00000118058,88,450433
TUBB3,ENSG00000258947,33,449540
MT2A,ENSG00000125148,10,448830
CXXC5,ENSG00000171604,85,448679
INPP4A,ENSG00000040933,95,447933
PRXL2A,ENSG00000122378,64,447505
NRXN2,ENSG00000110076,55,447442
SOD2,ENSG00000291237,40,446680
WDR74,ENSG00000133316,48,446302
PMP22,ENSG00000109099,63,445937
NLRP1,ENSG00000091592,125,445700
TSC2,ENSG00000103197,198,445293
DYNLL1,ENSG00000088986,44,444787
APBA2,ENSG00000034053,107,444643
PUM2,ENSG00000055917,102,443535
SERF2,ENSG00000140264,45,443157
PTTG1IP,ENSG00000183255,33,442346
REPIN1,ENSG00000214022,50,442232
GABRG2,ENSG00000113327,71,442110
HP1BP3,ENSG00000127483,59,441680
UBA1,ENSG00000130985,111,439723
POLR2J4,ENSG00000272655,143,439657
ANXA11,ENSG00000122359,125,439579
NPDC1,ENSG00000107281,42,439309
KIFC2,ENSG00000167702,53,437463
WDR37,ENSG00000047056,71,437085
N4BP2L2,ENSG00000244754,93,436838
FGFR2,ENSG00000066468,88,436246
USP54,ENSG00000166348,96,436239
PCM1,ENSG00000078674,148,435277
SORBS2,ENSG00000154556,259,435001
SEPTIN9,ENSG00000184640,108,434952
PRKCSH,ENSG00000130175,99,434893
CAHM,ENSG00000270419,47,434801
FTX,ENSG00000230590,155,433923
AGAP1,ENSG00000157985,36,433859
SLC6A8,ENSG00000130821,50,433604
DDX24,ENSG00000089737,37,432733
STMN4,ENSG00000015592,29,432694
ABHD17A,ENSG00000129968,38,432372
TTYH3,ENSG00000136295,47,432267
KMT2D,ENSG00000167548,99,432233
FAM106A,ENSG00000273018,172,431468
RPS11,ENSG00000142534,24,431398
ZNF518A,ENSG00000177853,78,431389
HIVEP2,ENSG00000010818,43,431365
FAM168B,ENSG00000152102,50,431310
MIB2,ENSG00000197530,190,430110
FAN1,ENSG00000198690,99,429945
WASH6P,ENSG00000182484,80,429304
HYOU1,ENSG00000149428,96,429284
NPM1,ENSG00000181163,94,429223
MARCHF6,ENSG00000145495,72,428674
ATP2B4,ENSG00000058668,41,428567
ZKSCAN1,ENSG00000106261,33,427813
ATP6AP2,ENSG00000182220,86,427208
SUN1,ENSG00000164828,184,426720
RPL21,ENSG00000122026,38,426423
KCNJ10,ENSG00000177807,25,426367
SNAP91,ENSG00000065609,102,426259
CAB39,ENSG00000135932,53,426187
PFDN5,ENSG00000123349,54,426093
TMEM127,ENSG00000135956,39,425799
GRB2,ENSG00000177885,47,425396
RPS23,ENSG00000186468,30,425248
NT5C2,ENSG00000076685,121,424686
KIAA0319L,ENSG00000142687,148,424271
ENTPD6,ENSG00000197586,80,424009
SLC44A1,ENSG00000070214,48,423222
PRMT2,ENSG00000160310,97,423204
HBA1,ENSG00000206172,9,423026
MDH1,ENSG00000014641,63,422750
ILF3,ENSG00000129351,89,422399
BSDC1,ENSG00000160058,66,421643
KPNB1,ENSG00000108424,80,420447
SGTA,ENSG00000104969,80,420366
AMPD2,ENSG00000116337,104,420229
ST13,ENSG00000100380,51,420088
ENSG00000295970,ENSG00000295970,60,420030
HNRNPDL,ENSG00000152795,38,419746
CHMP1A,ENSG00000131165,63,419659
MAPRE2,ENSG00000166974,40,419236
TRMT61A,ENSG00000166166,19,418912
FLNA,ENSG00000196924,104,418353
PBXIP1,ENSG00000163346,50,418330
SIPA1L1,ENSG00000197555,138,417931
SECISBP2L,ENSG00000138593,45,417651
MT-ND3,ENSG00000198840,1,417276
PKD1P6-NPIPP1,ENSG00000290394,55,416937
AKT3,ENSG00000117020,61,416815
NUMB,ENSG00000133961,166,416269
ANP32A,ENSG00000140350,79,416063
CDC37,ENSG00000105401,71,416053
C3,ENSG00000125730,102,416046
GRIN2A,ENSG00000183454,52,414811
CADPS,ENSG00000163618,74,414716
RERE,ENSG00000142599,67,414608
TMEM94,ENSG00000177728,128,414428
SNHG32,ENSG00000204387,33,414360
RPL35,ENSG00000136942,36,414278
SNRPN,ENSG00000128739,44,414172
MYLK,ENSG00000065534,137,413561
ZNF532,ENSG00000074657,98,413453
KAT6B,ENSG00000156650,108,413341
RNU2-2,ENSG00000222328,1,413336
AKT2,ENSG00000105221,146,413161
SNTA1,ENSG00000101400,46,412998
CELF1,ENSG00000149187,81,412445
HIP1R,ENSG00000130787,68,412076
HERC2,ENSG00000128731,121,410977
CDS2,ENSG00000101290,46,410733
PCBP1-AS1,ENSG00000179818,437,410683
SUGP2,ENSG00000064607,81,410508
PSEN1,ENSG00000080815,148,410235
RPL37,ENSG00000145592,28,410090
KIF5B,ENSG00000170759,36,410082
NOMO1,ENSG00000103512,57,410024
FMNL2,ENSG00000157827,43,409328
IFITM3,ENSG00000142089,39,409085
ENSG00000295602,ENSG00000295602,154,408364
NIPAL3,ENSG00000001461,43,408334
CAPN3,ENSG00000092529,136,408213
JMJD8,ENSG00000161999,62,408083
ENSG00000297805,ENSG00000297805,170,407684
HTT,ENSG00000197386,108,407544
ARHGAP35,ENSG00000160007,21,407239
MOG,ENSG00000204655,34,406558
ITPKB,ENSG00000143772,13,406463
AMER2,ENSG00000165566,4,406120
SIK3,ENSG00000160584,72,405543
UBR4,ENSG00000127481,141,405500
RBFOX3,ENSG00000167281,76,405031
ITGAV,ENSG00000138448,75,404987
ARHGEF4,ENSG00000136002,42,404934
EEF1A1P5,ENSG00000196205,1,404550
HMGN2,ENSG00000198830,55,404300
ZHX3,ENSG00000174306,56,404084
CD99,ENSG00000002586,130,404076
STIM1,ENSG00000167323,79,403934
RPS10,ENSG00000124614,56,403488
RPL18A,ENSG00000105640,39,403189
MGAT1,ENSG00000131446,97,403177
ENSG00000274265,ENSG00000274265,188,403141
INF2,ENSG00000203485,79,402699
ZBTB1,ENSG00000126804,111,402661
PTGES3,ENSG00000110958,34,402619
TARDBP,ENSG00000120948,93,401542
SLC24A2,ENSG00000155886,27,401409
POGK,ENSG00000143157,43,401073
ALDH3A2,ENSG00000072210,113,400978
ABLIM1,ENSG00000099204,55,400227
BCAR1,ENSG00000050820,67,400168
LGI3,ENSG00000168481,25,399727
FAM171A1,ENSG00000148468,25,399420
CLSTN3,ENSG00000139182,62,399293
ATF4,ENSG00000128272,40,398961
OPA1,ENSG00000198836,116,398654
ENSG00000290569,ENSG00000290569,164,397902
FKBP1A,ENSG00000088832,45,397884
GNAI2,ENSG00000114353,35,397003
PRKCB,ENSG00000166501,50,396849
NCAN,ENSG00000130287,33,396746
PEAK1,ENSG00000173517,51,396479
LINC00667,ENSG00000263753,89,396175
RHOBTB2,ENSG00000008853,48,395639
RAPGEF5,ENSG00000136237,47,395172
GNAI1,ENSG00000127955,94,394061
PRPF8,ENSG00000174231,89,392204
PPP1R9B,ENSG00000108819,17,391077
PARP1,ENSG00000143799,90,390870
HGS,ENSG00000185359,150,390799
PEX5,ENSG00000139197,128,390651
CNKSR2,ENSG00000149970,100,390616
PDIA3,ENSG00000167004,79,389617
TCEAL3,ENSG00000196507,43,389352
TRIM44,ENSG00000166326,20,389231
RPS8,ENSG00000142937,28,389061
ELMO1,ENSG00000155849,71,389033
ENSG00000241489,ENSG00000241489,21,389003
ATP6V0D1,ENSG00000159720,63,388882
PCMTD2,ENSG00000203880,82,388852
LENG8,ENSG00000167615,37,388753
PLAAT3,ENSG00000176485,34,388166
RPL29,ENSG00000162244,36,388148
RAB6A,ENSG00000175582,34,387985
CAPRIN1,ENSG00000135387,76,387792
ZMIZ1,ENSG00000108175,48,387760
RHBDD2,ENSG00000005486,25,387251
NIPA2,ENSG00000140157,163,387053
TMEM30A,ENSG00000112697,27,386709
SATB1,ENSG00000182568,81,386301
PUM1,ENSG00000134644,152,386289
BAIAP3,ENSG00000007516,79,386170
RN7SL128P,ENSG00000240869,1,386038
SAMD8,ENSG00000156671,49,385805
RPS4X,ENSG00000198034,46,385745
NCOR1,ENSG00000141027,130,385742
BMERB1,ENSG00000166780,34,385493
CALR,ENSG00000179218,33,385277
NPEPPSP1,ENSG00000274615,90,385235
TKT,ENSG00000163931,65,384987
FAM131B,ENSG00000159784,28,384899
PIK3R2,ENSG00000105647,67,384631
PPP6R1,ENSG00000105063,86,384237
SH3PXD2A,ENSG00000107957,28,383912
CERS2,ENSG00000143418,93,383910
RAPGEF2,ENSG00000109756,66,383849
DCTN2,ENSG00000175203,89,383791
RBFOX1,ENSG00000078328,84,383627
YPEL5,ENSG00000119801,73,383267
VAPA,ENSG00000101558,49,383252
SCN2A,ENSG00000136531,68,382528
MIR3648-2,ENSG00000264462,1,381852
USF2,ENSG00000105698,45,381613
MIR3648-1,ENSG00000275708,1,381572
DCLK1,ENSG00000133083,38,380871
TMEM130,ENSG00000166448,21,380743
GHITM,ENSG00000165678,67,380651
TECR,ENSG00000099797,88,380573
RPSA2,ENSG00000288920,53,380451
LDHB,ENSG00000111716,46,380035
SARS1,ENSG00000031698,56,380001
TMT1A,ENSG00000185432,20,379572
GTF2IP4,ENSG00000233369,59,379455
SEC62,ENSG00000008952,41,378570
LUC7L2,ENSG00000146963,55,378410
ETS2,ENSG00000157557,50,378301
IGSF8,ENSG00000162729,42,377712
NDUFS2,ENSG00000158864,120,377658
NUTM2A-AS1,ENSG00000223482,311,377579
AKT1,ENSG00000142208,128,377053
CAMK2N1,ENSG00000162545,6,376843
RPS6KA2,ENSG00000071242,59,376221
TCF25,ENSG00000141002,89,376129
GATM,ENSG00000171766,59,375884
COBL,ENSG00000106078,48,375658
EFHD1,ENSG00000115468,20,375278
PEG10,ENSG00000242265,17,375140
GOLM2,ENSG00000166734,48,374649
CHD3,ENSG00000170004,83,374134
PRRC2A,ENSG00000204469,56,373568
BCL2L1,ENSG00000171552,47,373536
WDR6,ENSG00000178252,65,373192
MICAL2,ENSG00000133816,149,372545
PAFAH1B2,ENSG00000168092,58,372435
RPL24,ENSG00000114391,38,372339
ARL6IP1,ENSG00000170540,25,371897
RABGEF1P1,ENSG00000229180,167,371892
NDUFA10,ENSG00000130414,97,371596
BAG6,ENSG00000204463,153,371427
LANCL1,ENSG00000115365,42,371060
GPAA1,ENSG00000197858,120,370931
MGRN1,ENSG00000102858,64,369755
VAMP2,ENSG00000220205,15,369106
GOLGA8B,ENSG00000215252,54,368871
NF1,ENSG00000196712,141,368719
TRIM28,ENSG00000130726,78,368662
RAB10,ENSG00000084733,36,368355
PCDHGC3,ENSG00000240184,18,368262
SRSF11,ENSG00000116754,73,368210
SORL1,ENSG00000137642,74,367916
ERC1,ENSG00000082805,105,367869
RANBP2,ENSG00000153201,71,367811
PDE2A,ENSG00000186642,79,367491
CDK16,ENSG00000102225,101,366677
PPP1R1B,ENSG00000131771,28,366587
PPP2R2C,ENSG00000074211,28,366059
NBEA,ENSG00000172915,153,365870
ADCY1,ENSG00000164742,31,365576
SDHA,ENSG00000073578,84,365534
SETD5,ENSG00000168137,111,365462
PGK1,ENSG00000102144,45,365004
FBXW11,ENSG00000072803,58,364958
HNRNPD,ENSG00000138668,90,364543
EWSR1,ENSG00000182944,105,364469
MEGF8,ENSG00000105429,52,364245
RNASE1,ENSG00000129538,26,363812
SEPTIN3,ENSG00000100167,25,363781
PRDX1,ENSG00000117450,49,363730
TRIO,ENSG00000038382,105,363624
MAP3K10,ENSG00000130758,34,363052
PPP4R3B,ENSG00000275052,81,362889
PPP2CA,ENSG00000113575,41,362225
ARMCX2,ENSG00000184867,94,362069
NPEPPS,ENSG00000141279,99,361962
MAP1S,ENSG00000130479,71,361704
MTDH,ENSG00000147649,54,361641
CD63,ENSG00000135404,85,360835
ENSG00000232721,ENSG00000232721,29,360819
NBL1,ENSG00000158747,43,360777
WDR1,ENSG00000071127,99,360248
MAPK3,ENSG00000102882,43,359534
TMED10,ENSG00000170348,33,359365
CNTN1,ENSG00000018236,53,359152
GABRB2,ENSG00000145864,46,359083
LDLRAD4,ENSG00000168675,111,358812
ANKS1B,ENSG00000185046,94,358178
MAGI2,ENSG00000187391,113,357850
RNU1-1,ENSG00000206652,1,357690
PREX1,ENSG00000124126,47,357519
RNU1-4,ENSG00000207389,1,357419
RNU1-3,ENSG00000207513,1,357393
RNU1-2,ENSG00000207005,1,357267
RNU1-27P,ENSG00000206596,1,357253
RNU1-28P,ENSG00000206588,1,357228
HBB,ENSG00000244734,15,357112
TULP4,ENSG00000130338,26,357017
ST3GAL5,ENSG00000115525,129,356926
PTPRA,ENSG00000132670,117,356819
MLLT6,ENSG00000275023,42,356814
LTBP3,ENSG00000168056,74,356420
ARHGAP5,ENSG00000100852,32,356319
RNVU1-18,ENSG00000206737,1,356205
GPT2,ENSG00000166123,55,356115
RNVU1-29,ENSG00000273768,1,356075
DYRK1A,ENSG00000157540,70,355882
NRDC,ENSG00000078618,97,355861
SEC14L1,ENSG00000129657,81,355804
RFFL,ENSG00000092871,82,355599
BRD2,ENSG00000204256,65,355542
MIATNB,ENSG00000244625,224,355532
AKAP6,ENSG00000151320,50,355512
KTN1,ENSG00000126777,166,354937
SERINC3,ENSG00000132824,41,354099
ITGB1,ENSG00000150093,153,353908
CALCOCO1,ENSG00000012822,97,352815
RBM12B,ENSG00000183808,49,352587
WSB1,ENSG00000109046,51,352240
SDHAP1,ENSG00000185485,161,352030
AP3B2,ENSG00000103723,106,351970
RPS12,ENSG00000112306,37,351849
CSNK1A1,ENSG00000113712,46,351806
RAB6B,ENSG00000154917,21,351551
DDX39B,ENSG00000198563,106,351435
IQSEC1,ENSG00000144711,32,351185
MAN1B1,ENSG00000177239,102,350889
ANXA6,ENSG00000197043,93,350713
DOCK9,ENSG00000088387,102,350375
BLCAP,ENSG00000166619,55,349996
RPS7,ENSG00000171863,62,349866
PCSK1N,ENSG00000102109,13,349519
MBNL2,ENSG00000139793,39,349496
UBE3A,ENSG00000114062,87,349476
IFITM2,ENSG00000185201,36,349193
ADGRB2,ENSG00000121753,55,349039
PUF60,ENSG00000179950,95,348742
MIR99AHG,ENSG00000215386,466,348650
PLEKHM2,ENSG00000116786,44,348592
NFAT5,ENSG00000102908,58,348577
ARMCX3,ENSG00000102401,49,348459
ARID1A,ENSG00000117713,53,348437
CRIP2,ENSG00000182809,46,348383
UBE2I,ENSG00000103275,133,348115
NUP62,ENSG00000213024,106,348104
LAMP1,ENSG00000185896,36,347984
RER1,ENSG00000157916,88,347865
SPECC1,ENSG00000128487,94,347789
RAB11FIP4,ENSG00000131242,38,347398
HLA-C,ENSG00000204525,28,347353
DYNC1I2,ENSG00000077380,101,347131
STUB1,ENSG00000103266,44,346655
NECAP1,ENSG00000089818,60,346577
G3BP1,ENSG00000145907,123,346236
YWHAG,ENSG00000170027,2,346061
HTRA1,ENSG00000166033,19,345873
FNBP1,ENSG00000187239,51,345470
SF1,ENSG00000168066,57,345195
SETD2,ENSG00000181555,65,344624
LRRC4B,ENSG00000131409,14,344616
SLC38A2,ENSG00000134294,53,344394
TAGLN3,ENSG00000144834,28,344309
EEF1A1P6,ENSG00000233476,1,344124
PHF21A,ENSG00000135365,142,343964
KLHDC3,ENSG00000124702,50,343785
SMARCC2,ENSG00000139613,78,343706
MRPS25,ENSG00000131368,60,343663
PIGT,ENSG00000124155,152,343630
SON,ENSG00000159140,51,343601
SV2A,ENSG00000159164,27,343428
SLC2A1,ENSG00000117394,47,343427
DAPK1,ENSG00000196730,81,343162
DIRAS1,ENSG00000176490,31,342939
ATP6V1H,ENSG00000047249,80,342937
MAZ,ENSG00000103495,35,342768
WDTC1,ENSG00000142784,55,342559
IPO13,ENSG00000117408,60,342282
MIR124-2HG,ENSG00000254377,74,342223
PFKP,ENSG00000067057,74,342175
TAGLN,ENSG00000149591,84,341694
FRG1HP,ENSG00000276291,236,341525
TLN2,ENSG00000171914,89,341489
AGT,ENSG00000135744,25,341272
RAB18,ENSG00000099246,75,341139
TNR,ENSG00000116147,31,341127
SRPK2,ENSG00000135250,58,340956
ANKRD9,ENSG00000156381,55,340901
C1QB,ENSG00000173369,36,340725
ADAP1,ENSG00000105963,53,340446
TEX2,ENSG00000136478,72,340125
GNB2,ENSG00000172354,55,339195
CD44,ENSG00000026508,133,339117
PHACTR1,ENSG00000112137,63,339027
BRSK2,ENSG00000174672,58,338809
TXNIP,ENSG00000265972,24,338713
ACTR1A,ENSG00000138107,36,338648
CAPZB,ENSG00000077549,59,338577
EXOC6B,ENSG00000144036,60,338456
UNC13A,ENSG00000130477,57,338429
SLAIN1,ENSG00000139737,40,338257
RPS28,ENSG00000233927,22,338106
ENSG00000291060,ENSG00000291060,83,337912
TBC1D14,ENSG00000132405,51,337910
XRCC5,ENSG00000079246,77,337544
ATXN2,ENSG00000204842,137,337524
GPRASP2,ENSG00000158301,38,337454
LASP1,ENSG00000002834,31,337373
AK5,ENSG00000154027,40,336698
HERC1,ENSG00000103657,110,336594
FLCN,ENSG00000154803,70,336391
GLG1,ENSG00000090863,59,335675
AP1B1,ENSG00000100280,71,335319
FAU,ENSG00000149806,30,335302
EIF3CL,ENSG00000205609,36,334849
SLC12A5,ENSG00000124140,69,334686
RAPGEF1,ENSG00000107263,55,334657
CDC42,ENSG00000070831,69,334585
SLC66A2,ENSG00000122490,58,334217
MBOAT7,ENSG00000125505,43,334205
GLS,ENSG00000115419,49,333874
PFKM,ENSG00000152556,153,333816
TJP1,ENSG00000104067,60,333777
RPS17,ENSG00000182774,37,333249
FIP1L1,ENSG00000145216,127,333179
PPARD,ENSG00000112033,79,332992
ENSG00000294436,ENSG00000294436,11,332206
TPM1,ENSG00000140416,116,331743
SEMA4C,ENSG00000168758,86,331663
DICER1,ENSG00000100697,99,331373
PPIL2,ENSG00000100023,102,331148
EPHB6,ENSG00000106123,61,331141
TIMP2,ENSG00000035862,24,331129
SGK1,ENSG00000118515,75,331120
BCAP31,ENSG00000185825,80,330860
SYBU,ENSG00000147642,78,330803
HLA-E,ENSG00000204592,25,330639
ANAPC5,ENSG00000089053,95,330255
WSB2,ENSG00000176871,41,330248
ALDH7A1,ENSG00000164904,116,330240
MAN2A1,ENSG00000112893,50,330228
L1CAM,ENSG00000198910,65,329619
GPR37L1,ENSG00000170075,16,329551
SELENOP,ENSG00000250722,28,329341
HDAC5,ENSG00000108840,105,329339
SMG1,ENSG00000157106,95,329249
STX16,ENSG00000124222,55,328626
PCDH7,ENSG00000169851,23,328553
SEC61A1,ENSG00000058262,56,328475
PPFIA4,ENSG00000143847,66,328419
CHRM3,ENSG00000133019,67,328244
SDC3,ENSG00000162512,15,328042
TBC1D5,ENSG00000131374,125,327944
EZR,ENSG00000092820,52,327734
DGLUCY,ENSG00000133943,191,327626
SPART,ENSG00000133104,110,327544
HDAC11,ENSG00000163517,63,327507
PPP1R12B,ENSG00000077157,64,327413
NGRN,ENSG00000182768,13,327077
CAPRIN2,ENSG00000110888,158,327007
LSS,ENSG00000160285,62,326774
CIZ1,ENSG00000148337,111,326751
KNDC1,ENSG00000171798,74,326608
PAM,ENSG00000145730,178,326518
PKIA,ENSG00000171033,58,325845
ROGDI,ENSG00000067836,65,325755
FHL1,ENSG00000022267,84,325625
PHGDH,ENSG00000092621,86,325593
P4HTM,ENSG00000178467,59,325209
RASA4,ENSG00000105808,62,324915
SERPINE2,ENSG00000135919,64,324648
RPL5,ENSG00000122406,44,324629
SASH1,ENSG00000111961,51,324465
TBC1D24,ENSG00000162065,41,324375
ENSG00000291176,ENSG00000291176,117,324150
CTTN,ENSG00000085733,74,323909
SCARB1,ENSG00000073060,84,323879
MRAS,ENSG00000158186,42,323749
TBC1D20,ENSG00000125875,67,323691
IRF9,ENSG00000213928,140,323666
ACSL1,ENSG00000151726,120,323383
GBF1,ENSG00000107862,151,323370
